label	message	length	punct
spam	ACT NOW: LOAN APPROVED: Rs 5 lakh personal loan sanctioned for you. No documents. Pay Rs 999 processing fee via Paytm to 9876543210 to receive funds. Time is running out!	170	6
spam	HURRY! CURE DIABETES in 30 days naturally! Ancient Ayurvedic secret. Order at http://diabetes-cure-india.xyz Just Rs 999! 10,000 patients cured already!	152	12
ham	Dear candidate, your profile has been selected for the HR internship at Tata Consultancy Services. Please confirm your availability by replying to this email or calling 022-67789900 before Thursday.	198	4
spam	DEAR SIR/MADAM: Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com	149	12
spam	EXCLUSIVE OFFER: Hello, I hope this message finds you well. I have cancer and I am trying to complete my bucket list before the end. One of my wishes is to help a stranger. I have Rs 2 crore in a trust fund I want to give you. I just need your bank details to transfer before I pass. This is your final chance!	310	8
spam	QUIT SMOKING in 5 days! 100% success rate. Patented formula. Order at http://quit-smoking-india.net Rs 1500 only. Free consultation included!	141	12
ham	For your information: LAST CHANCE: Submit your reimbursement claims for the academic conference you attended last month before this Friday. Claims submitted after the quarter end cannot be processed until the next financial year begins.	236	4
ham	Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)	90	6
ham	Please be informed that FYI: This is a reminder to complete pending onboarding documents. Please upload your educational certificates, Aadhaar and PAN card through the onboarding portal before your joining date to avoid delays.	227	4
ham	Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.	122	5
ham	Tired. I haven't slept well the past few nights.	48	3
spam	"Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ """	151	9
spam	PRIORITY MESSAGE: LOTTERY WIN: Your ticket A8976 won Rs 2,50,000! Claim at our office with valid ID. Call 09876543210 for address. Prize valid for 7 days only.	159	8
spam	ATTENTION: Dear taxpayer a tax audit has been scheduled for your financial year 2022-23 accounts. Please contact our audit division immediately and arrange your books for inspection to avoid penalties and prosecution.	217	4
spam	ATTENTION: Hi, I am Priya and I have been thinking about you. I got your number from a mutual friend. I am very lonely and would love to chat. Can you please WhatsApp me? I am looking forward to hearing from you.	212	7
spam	act soon Fake degree certificates available for all universities! MBBS BBA MBA all courses. Contact http://fake-degree-india.xyz Discreet delivery guaranteed!	158	9
spam	IMPORTANT NOTICE: OFFICIAL COMMUNICATION: EXCLUSIVE! Dear user you have unused reward points worth Rs 3500. Redeem at http://reward-points-india.net before they expire on 31st December! Offer expires tonight!	208	12
spam	DEAR SIR/MADAM: OFFICIAL COMMUNICATION: This is an automated reminder from the regional transport office. Your vehicle pollution certificate has expired. Pay the renewal fee of Rs 350 to our authorized agent to avoid a challan of Rs 10,000. Time is running out!	261	8
ham	Nope... Think i will go for it on monday... Sorry i replied so late	67	6
spam	FINAL WARNING: CREDIT CARD FRAUD: An unauthorized transaction of Rs 34,999 was attempted on your card at a foreign merchant. Call 1800-CARD-HELP immediately to block and dispute this charge.	190	7
ham	Please note: The company is organizing a team outing on 23rd March. Please register your participation through the HR events portal before 15th March. Seats are limited and will be allotted on first come basis. Please confirm receipt.	234	5
spam	OFFICIAL COMMUNICATION: DEAR VALUED CUSTOMER: Dear Customer, your registered address does not match the address in your latest utility bill which is required for regulatory compliance. Please call our branch to update your address within 7 working days.	253	5
spam	PRIORITY MESSAGE: FINAL WARNING: Your Paytm wallet number has won Rs 75,000 in our monthly cashback draw! contact 1800-PAY-WIN to confirm your identity and receive your winnings within 2 working days. Respond urgently!	218	8
ham	Just to let you know that Your scholarship amount of Rs 25,000 has been approved and will be credited to your account within 3 working days. Please ensure your bank details in the scholarship portal are correctly updated.	221	3
ham	Important: We noticed your profile on LinkedIn and would like to discuss a potential opportunity at our firm. Could you please share a time that works for a 30 minute call? Book at https://calendly.com/recruiter	211	8
ham	Quick update — I need you to process this payment of Rs 1,50,000 to the vendor today itself. The CEO has verbally approved it. I will send the written approval by end of day but please initiate now. Hope this helps.	215	6
spam	SPECIAL ALERT: You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???	177	13
spam	SPECIAL SELECTED: LIMITED TIME: This is a follow-up regarding the unclaimed dividend from a company you may have invested in years ago. The amount is Rs 23,400. To process the refund I need to verify your details.	213	7
ham	Haha, just what I was thinkin	29	1
ham	Dear colleague, Can you send me the latest version of the spark spread model before our executive presentation next week? I need to run sensitivities on gas prices and heat rates for the generation economics section.	216	3
ham	Enjoy ur life. . Good night	27	2
spam	DEAR USER: MUTUAL FUND ALERT: Your existing SIP is underperforming. Switch to our expert-managed fund giving 40% annual returns. Zero lock-in period. Call our fund manager at 9876543210 to transfer your portfolio today. Act before it is too late!	246	10
spam	FREE CASTE CERTIFICATE in 2 days without queue. Pay Rs 300 to agent. contact 9876543210 with Aadhaar. Valid for all government purposes.	136	4
ham	Following up: FYI: The regulatory filing deadline is in 10 days. Please get your divisional numbers to me by Friday end of day so that finance has adequate time for consolidation, audit review and final submission. Hope this helps.	231	6
spam	EXCLUSIVE! CONGRATULATIONS! You have been selected as our GRAND PRIZE WINNER of Rs 10,00,000! Click here to claim: http://prize-claim-now.xyz Act fast offer expires in 24 hours!	177	13
ham	Your internship stipend of Rs 15,000 for March is ready for collection. kindly visit the accounts department with your student ID card between 10am and 4pm on any working day this week.	185	3
ham	Please be informed that I spoke with the ISO this morning about the congestion issue on the path 26 interface. They expect it resolved by tomorrow but we should keep some backup supply lined up just in case the fix is delayed.	226	2
spam	DEAR USER: URGENT! Increase height by 4 inches in 2 months! Scientifically proven formula. Order at http://height-increase-india.xyz Rs 2999. Offer ends tonight!	161	12
spam	You have an important user service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!	95	2
ham	Please note that NASSCOM has opened applications for the FutureSkills Prime scholarship for technology courses. Apply at https://futureskills.nasscom.edu/scholarship before 31st March. Scholarship covers 90% of course fees.	223	10
spam	THIS IS TO INFORM YOU: Please read this. My name is Kavya. I am 17 years old. My stepfather is abusing me and I need to escape. I need Rs 5,000 for a bus ticket to my aunt's house in another city. I am scared and have no one to help me. Please be my angel today. I am desperate.	278	11
spam	LIMITED TIME! EXAM PAPER LEAK: Get 2024 board exam papers before exam. Contact http://exam-paper-leak.xyz Only Rs 2000. 100% accurate papers guaranteed!	152	12
spam	IMPORTANT NOTICE: KIDNEY FAILURE TREATMENT: Our ancient Vedic medicine reverses kidney failure and avoids dialysis. Rs 8,000 per month course. 200 patients cured. Call 9876543210 today.	185	7
spam	DEAR USER: Dear sir, I noticed you are a successful professional. Our wealth management team works exclusively with select individuals. We offer guaranteed portfolio growth. May I schedule a brief call? Last opportunity!	220	7
spam	OFFICIAL COMMUNICATION: Our representative will be in your city next Tuesday and Wednesday only. He would like to meet you personally to discuss the proposal. Please confirm a 30 minute slot so we can finalize the arrangement.	226	4
spam	SPECIAL ALERT: ZOMATO SWIGGY: Restaurant onboarding executives needed. Work from home. Earn Rs 500 per restaurant registration. No limit on income. Call 9988776655 to join today.	178	7
spam	ACT NOW: SPECIAL ALERT: PASSPORT IN 3 DAYS: Urgent passport with no police verification in 3 working days! Pay Rs 5,000 to our passport agent. Call 9988776655 with your Aadhaar and birth certificate.	199	7
ham	Just to let you know that The annual strategy offsite is scheduled for 15th and 16th of next month at the Woodlands resort. Please block these dates. Detailed agenda and logistics will be shared by the end of next week.	219	3
ham	Dear colleague, Just to let you know that The compliance audit by the internal team is scheduled for the last week of March. All department heads should ensure their documentation is in order and accessible to the audit team.	225	3
spam	DEAR USER: SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info	147	9
